ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
405	P1	4	Chemokine signaling pathway	['n2', 'n1', 'n3', 'n43']	['CCL26', 'CXCL13', 'CCL27', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL8', 'CXCL10', 'CCL4L1', 'CCL3L3', 'CXCL9', 'PF4', 'PF4V1', 'PPBP', 'CCL28', 'CXCL16', 'CCL1', 'CCL2', 'CCL3', 'CCL3L1', 'CCL4', 'CCL5', 'CCL7', 'CCL8', 'CCL11', 'CCL13', 'CCL14', 'CCL15', 'CCL16', 'CCL17', 'CCL18', 'CCL19', 'CCL20', 'CCL21', 'CCL22', 'CCL23', 'CCL24', 'CCL25', 'CXCL6', 'CXCL11', 'CXCL5', 'XCL1', 'CX3CL1', 'CXCL12', 'XCL2', 'CXCL14', 'CCL4L2', 'CXCR6', 'CCR9', 'CCR1', 'CCR3', 'CCR4', 'CCR5', 'CCR6', 'CCR7', 'CCR8', 'CX3CR1', 'CCR10', 'XCR1', 'CXCR3', 'CXCR1', 'CXCR2', 'CXCR5', 'CCR2', 'CXCR4', 'JAK2', 'JAK3', 'STAT1', 'STAT2', 'STAT3', 'STAT5B']
406	P1	7	Chemokine signaling pathway	['n2', 'n1', 'n17', 'n7', 'n10', 'n62', 'n45', 'n59']	['CCL26', 'CXCL13', 'CCL27', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL8', 'CXCL10', 'CCL4L1', 'CCL3L3', 'CXCL9', 'PF4', 'PF4V1', 'PPBP', 'CCL28', 'CXCL16', 'CCL1', 'CCL2', 'CCL3', 'CCL3L1', 'CCL4', 'CCL5', 'CCL7', 'CCL8', 'CCL11', 'CCL13', 'CCL14', 'CCL15', 'CCL16', 'CCL17', 'CCL18', 'CCL19', 'CCL20', 'CCL21', 'CCL22', 'CCL23', 'CCL24', 'CCL25', 'CXCL6', 'CXCL11', 'CXCL5', 'XCL1', 'CX3CL1', 'CXCL12', 'XCL2', 'CXCL14', 'CCL4L2', 'CXCR6', 'CCR9', 'CCR1', 'CCR3', 'CCR4', 'CCR5', 'CCR6', 'CCR7', 'CCR8', 'CX3CR1', 'CCR10', 'XCR1', 'CXCR3', 'CXCR1', 'CXCR2', 'CXCR5', 'CCR2', 'CXCR4', 'GNAI1', 'GNAI2', 'GNAI3', 'FGR', 'HCK', 'LYN', 'SRC', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
407	P2	2	Cortisol synthesis and secretion	['n64', 'n53']	['NR0B1', 'NR5A1']
408	P2	2	Cortisol synthesis and secretion	['n172', 'n149']	['CREB5', 'CREB3L2', 'ATF4', 'ATF6B', 'ATF2', 'CREB1', 'CREB3', 'CREB3L3', 'CREB3L1', 'CREB3L4', 'NR5A1', 'NR4A1', 'SP1', 'PBX1', 'STAR', 'CYP11B1', 'NCEH1', 'CYP17A1']
409	P2	2	Cytosolic DNA-sensing pathway	['n24', 'n32']	['IRF3', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNA13', 'IFNA14', 'IFNA16', 'IFNA17', 'IFNA21']
410	P2	2	Cytosolic DNA-sensing pathway	['n24', 'n30']	['IRF3', 'IFNB1']
411	P2	2	Cytosolic DNA-sensing pathway	['n31', 'n32']	['IRF7', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNA13', 'IFNA14', 'IFNA16', 'IFNA17', 'IFNA21']
412	P2	2	Cytosolic DNA-sensing pathway	['n31', 'n30']	['IRF7', 'IFNB1']
413	P2	2	Cytosolic DNA-sensing pathway	['n39', 'n47']	['NFKB1', 'RELA', 'IL6']
414	P2	2	Cytosolic DNA-sensing pathway	['n39', 'n75']	['NFKB1', 'RELA', 'CCL4L1', 'CCL4', 'CCL4L2']
415	P2	2	Cytosolic DNA-sensing pathway	['n39', 'n76']	['NFKB1', 'RELA', 'CCL5']
416	P2	2	Cytosolic DNA-sensing pathway	['n39', 'n33']	['NFKB1', 'RELA', 'CXCL10']
417	P2	2	Cytosolic DNA-sensing pathway	['n53', 'n65']	['NFKB1', 'RELA', 'IL6']
418	P2	3	Cytosolic DNA-sensing pathway	['n95', 'n96', 'n35', 'n22']	['CGAS', 'C20640', 'TMEM173', 'TBK1']
419	P2	3	Cytosolic DNA-sensing pathway	['n95', 'n96', 'n35', 'n23']	['CGAS', 'C20640', 'TMEM173', 'IKBKE']
420	P1	3	Epithelial cell signaling in Helicobacter pylori infection	['n55', 'n86', 'n45']	['K15842...', 'NOD1', 'NFKB1', 'RELA']
421	P1	5	Epithelial cell signaling in Helicobacter pylori infection	['n55', 'n44', 'n37', 'n36', 'n35']	['K15842...', 'PAK1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN']
422	P1	6	Epithelial cell signaling in Helicobacter pylori infection	['n55', 'n44', 'n51', 'n163', 'n41', 'n45']	['K15842...', 'PAK1', 'MAP3K14', 'CHUK', 'IKBKG', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
423	P2	2	Epithelial cell signaling in Helicobacter pylori infection	['n34', 'n138']	['MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL8']
424	P2	2	Epithelial cell signaling in Helicobacter pylori infection	['n35', 'n138']	['JUN', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL8']
425	P2	2	Epithelial cell signaling in Helicobacter pylori infection	['n45', 'n46']	['NFKB1', 'RELA', 'CCL5']
426	P2	2	Epithelial cell signaling in Helicobacter pylori infection	['n45', 'n138']	['NFKB1', 'RELA', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL8']
427	P1	3	ErbB signaling pathway	['n33', 'n75', 'n29']	['TGFA', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
428	P1	7	ErbB signaling pathway	['n33', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['TGFA', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
429	P1	9	ErbB signaling pathway	['n33', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['TGFA', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
430	P1	3	ErbB signaling pathway	['n33', 'n13', 'n29']	['TGFA', 'EGFR', 'STAT5A', 'STAT5B']
431	P1	10	ErbB signaling pathway	['n33', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['TGFA', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
432	P1	9	ErbB signaling pathway	['n33', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['TGFA', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
433	P1	10	ErbB signaling pathway	['n38', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG3', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
434	P1	9	ErbB signaling pathway	['n38', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG3', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
435	P1	3	ErbB signaling pathway	['n38', 'n4', 'n8']	['NRG3', 'ERBB4', 'STAT5A', 'STAT5B']
436	P1	10	ErbB signaling pathway	['n39', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG2', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
437	P1	9	ErbB signaling pathway	['n39', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG2', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
438	P1	3	ErbB signaling pathway	['n39', 'n4', 'n8']	['NRG2', 'ERBB4', 'STAT5A', 'STAT5B']
439	P1	3	ErbB signaling pathway	['n50', 'n75', 'n29']	['HBEGF', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
440	P1	7	ErbB signaling pathway	['n50', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['HBEGF', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
441	P1	9	ErbB signaling pathway	['n50', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['HBEGF', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
442	P1	3	ErbB signaling pathway	['n50', 'n13', 'n29']	['HBEGF', 'EGFR', 'STAT5A', 'STAT5B']
443	P1	10	ErbB signaling pathway	['n50', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['HBEGF', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
444	P1	9	ErbB signaling pathway	['n50', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['HBEGF', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
445	P1	10	ErbB signaling pathway	['n50', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['HBEGF', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
446	P1	9	ErbB signaling pathway	['n50', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['HBEGF', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
447	P1	3	ErbB signaling pathway	['n50', 'n4', 'n8']	['HBEGF', 'ERBB4', 'STAT5A', 'STAT5B']
448	P1	10	ErbB signaling pathway	['n51', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG1', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
449	P1	9	ErbB signaling pathway	['n51', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG1', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
450	P1	3	ErbB signaling pathway	['n51', 'n4', 'n8']	['NRG1', 'ERBB4', 'STAT5A', 'STAT5B']
451	P1	3	ErbB signaling pathway	['n52', 'n75', 'n29']	['EREG', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
452	P1	7	ErbB signaling pathway	['n52', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['EREG', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
453	P1	9	ErbB signaling pathway	['n52', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EREG', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
454	P1	3	ErbB signaling pathway	['n52', 'n13', 'n29']	['EREG', 'EGFR', 'STAT5A', 'STAT5B']
455	P1	10	ErbB signaling pathway	['n52', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EREG', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
456	P1	9	ErbB signaling pathway	['n52', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EREG', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
457	P1	10	ErbB signaling pathway	['n52', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EREG', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
458	P1	9	ErbB signaling pathway	['n52', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EREG', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
459	P1	3	ErbB signaling pathway	['n52', 'n4', 'n8']	['EREG', 'ERBB4', 'STAT5A', 'STAT5B']
460	P1	3	ErbB signaling pathway	['n53', 'n75', 'n29']	['BTC', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
461	P1	7	ErbB signaling pathway	['n53', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['BTC', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
462	P1	9	ErbB signaling pathway	['n53', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['BTC', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
463	P1	3	ErbB signaling pathway	['n53', 'n13', 'n29']	['BTC', 'EGFR', 'STAT5A', 'STAT5B']
464	P1	10	ErbB signaling pathway	['n53', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['BTC', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
465	P1	9	ErbB signaling pathway	['n53', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['BTC', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
466	P1	10	ErbB signaling pathway	['n53', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['BTC', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
467	P1	9	ErbB signaling pathway	['n53', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['BTC', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
468	P1	3	ErbB signaling pathway	['n53', 'n4', 'n8']	['BTC', 'ERBB4', 'STAT5A', 'STAT5B']
469	P1	9	ErbB signaling pathway	['n60', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
470	P1	10	ErbB signaling pathway	['n64', 'n76', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG4', 'ERBB4', 'ERBB4', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
471	P1	9	ErbB signaling pathway	['n64', 'n76', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['NRG4', 'ERBB4', 'ERBB4', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
472	P1	3	ErbB signaling pathway	['n64', 'n4', 'n8']	['NRG4', 'ERBB4', 'STAT5A', 'STAT5B']
473	P1	3	ErbB signaling pathway	['n66', 'n75', 'n29']	['AREG', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
474	P1	7	ErbB signaling pathway	['n66', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['AREG', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
475	P1	9	ErbB signaling pathway	['n66', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['AREG', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
476	P1	3	ErbB signaling pathway	['n66', 'n13', 'n29']	['AREG', 'EGFR', 'STAT5A', 'STAT5B']
477	P1	10	ErbB signaling pathway	['n66', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['AREG', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
478	P1	9	ErbB signaling pathway	['n66', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['AREG', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
479	P1	3	ErbB signaling pathway	['n67', 'n75', 'n29']	['EGF', 'EGFR', 'EGFR', 'STAT5A', 'STAT5B']
480	P1	7	ErbB signaling pathway	['n67', 'n75', 'n28', 'n27', 'n34', 'n41', 'n275']	['EGF', 'EGFR', 'EGFR', 'NCK1', 'NCK2', 'PAK4', 'BUB1B-PAK6', 'PAK1', 'PAK2', 'PAK3', 'PAK6', 'PAK5', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'JUN']
481	P1	9	ErbB signaling pathway	['n67', 'n75', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EGF', 'EGFR', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
482	P1	3	ErbB signaling pathway	['n67', 'n13', 'n29']	['EGF', 'EGFR', 'STAT5A', 'STAT5B']
483	P1	10	ErbB signaling pathway	['n67', 'n13', 'n46', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EGF', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
484	P1	9	ErbB signaling pathway	['n67', 'n13', 'n45', 'n44', 'n73', 'n72', 'n71', 'n70', 'n276']	['EGF', 'EGFR', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC', 'ELK1']
485	P1	11	Estrogen signaling pathway	['n8', 'n10', 'n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n3']	['HBEGF', 'HBEGF', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ESR1', 'ESR2']
486	P1	11	Estrogen signaling pathway	['n8', 'n10', 'n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n12']	['HBEGF', 'HBEGF', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ESR1', 'ESR2']
487	P1	11	Estrogen signaling pathway	['n8', 'n10', 'n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n21']	['HBEGF', 'HBEGF', 'EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
488	P1	9	Estrogen signaling pathway	['n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n3']	['EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ESR1', 'ESR2']
489	P1	9	Estrogen signaling pathway	['n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n12']	['EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ESR1', 'ESR2']
490	P1	9	Estrogen signaling pathway	['n9', 'n42', 'n43', 'n44', 'n17', 'n18', 'n19', 'n20', 'n21']	['EGFR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
491	P2	6	Estrogen signaling pathway	['n22', 'n36', 'n37', 'n38', 'n39', 'n41', 'n40']	['ESR1', 'ESR2', 'SRC', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'AKT3', 'AKT1', 'AKT2', 'NOS3', 'C00533', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
